"id","room_type","status","date_reservation","time_reservation","days_of_week","check_in_date","check_out_date","sales_price","d2_hotel_occupancy","average_competitor_price","average_competitor_room_availability","no_of_reservations","created_at","updated_at"
"14576","Super Deluxe Twin","Confirmed","2024-11-09","12:30:00","Wednesday","2024-12-04","2024-12-09","54000.00","4.82","11563.67","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14577","Panorama Ocean Suite","Confirmed","2024-11-11","20:20:00","Wednesday","2024-12-04","2024-12-07","129600.00","5.26","38515.74","35","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14578","Super Deluxe King","Confirmed","2024-11-06","18:53:00","Wednesday","2024-12-04","2024-12-09","63000.00","5.70","12237.66","31","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14579","Super Deluxe King","Confirmed","2024-11-28","12:34:00","Wednesday","2024-12-04","2024-12-08","50400.00","6.14","12237.66","13","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14580","Super Deluxe Twin","Confirmed","2024-11-15","14:52:00","Wednesday","2024-12-04","2024-12-05","10800.00","6.58","11563.67","23","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14581","Super Deluxe Twin","Confirmed","2024-11-07","17:22:00","Wednesday","2024-12-04","2024-12-09","54000.00","7.02","11563.67","50","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14582","Infinity Sea View","Confirmed","2024-11-06","08:14:00","Wednesday","2024-12-04","2024-12-09","90000.00","7.46","16134.37","46","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14583","Super Deluxe King","Confirmed","2024-11-18","17:01:00","Wednesday","2024-12-04","2024-12-05","12600.00","7.89","12237.66","23","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14584","Infinity Sea View","Confirmed","2024-11-30","11:14:00","Wednesday","2024-12-04","2024-12-06","36000.00","8.33","16134.37","16","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14585","Panorama Ocean Suite","Confirmed","2024-12-01","16:37:00","Wednesday","2024-12-04","2024-12-08","172800.00","8.77","38515.74","19","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14586","Infinity Sea View","Confirmed","2024-11-30","12:56:00","Wednesday","2024-12-04","2024-12-07","54000.00","9.21","16134.37","28","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14587","Junior Suite","Confirmed","2024-11-08","08:05:00","Wednesday","2024-12-04","2024-12-08","100800.00","9.65","25440.13","48","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14588","Super Deluxe Twin","Confirmed","2024-11-13","17:46:00","Wednesday","2024-12-04","2024-12-08","43200.00","10.09","11563.67","45","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14589","Junior Suite","Confirmed","2024-11-30","19:55:00","Wednesday","2024-12-04","2024-12-08","100800.00","10.53","25440.13","11","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14590","Panorama Ocean Suite","Confirmed","2024-11-22","20:01:00","Wednesday","2024-12-04","2024-12-06","86400.00","10.96","38515.74","49","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14591","Infinity Sea View","Confirmed","2024-11-26","13:37:00","Wednesday","2024-12-04","2024-12-08","72000.00","11.40","16134.37","41","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14592","Infinity Sea View","Confirmed","2024-11-30","13:26:00","Wednesday","2024-12-04","2024-12-09","90000.00","11.84","16134.37","18","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14593","Panorama Ocean Suite","Confirmed","2024-11-24","16:00:00","Wednesday","2024-12-04","2024-12-07","129600.00","12.28","38515.74","12","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14594","Panorama Ocean Suite","Confirmed","2024-11-28","09:46:00","Wednesday","2024-12-04","2024-12-09","216000.00","12.72","38515.74","10","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14595","Infinity Sea View","Confirmed","2024-11-05","08:56:00","Wednesday","2024-12-04","2024-12-05","18000.00","13.16","16134.37","50","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14596","Junior Suite","Confirmed","2024-11-24","10:43:00","Wednesday","2024-12-04","2024-12-05","25200.00","13.60","25440.13","43","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14597","Super Deluxe King","Confirmed","2024-12-02","13:47:00","Wednesday","2024-12-04","2024-12-05","12600.00","14.04","12237.66","44","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14598","Super Deluxe Twin","Confirmed","2024-11-29","09:19:00","Wednesday","2024-12-04","2024-12-08","43200.00","14.47","11563.67","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14599","Super Deluxe Twin","Confirmed","2024-11-05","13:02:00","Wednesday","2024-12-04","2024-12-08","43200.00","14.91","11563.67","26","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14600","Panorama Ocean Suite","Confirmed","2024-11-29","14:38:00","Wednesday","2024-12-04","2024-12-07","129600.00","15.35","38515.74","16","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14601","Infinity Sea View","Confirmed","2024-11-22","11:26:00","Thursday","2024-12-05","2024-12-10","90000.00","0.44","15596.97","18","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14602","Super Deluxe Twin","Confirmed","2024-12-01","14:14:00","Thursday","2024-12-05","2024-12-09","43200.00","0.88","11322.31","11","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14603","Super Deluxe Twin","Confirmed","2024-11-23","16:49:00","Thursday","2024-12-05","2024-12-10","54000.00","1.32","11322.31","35","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14604","Junior Suite","Confirmed","2024-11-24","14:31:00","Thursday","2024-12-05","2024-12-06","25200.00","1.75","24239.05","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14605","Super Deluxe Twin","Confirmed","2024-12-03","16:22:00","Thursday","2024-12-05","2024-12-07","21600.00","2.19","11322.31","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14606","Junior Suite","Confirmed","2024-11-22","20:10:00","Thursday","2024-12-05","2024-12-06","25200.00","2.63","24239.05","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14607","Infinity Sea View","Confirmed","2024-11-27","09:26:00","Thursday","2024-12-05","2024-12-10","90000.00","3.07","15596.97","23","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14608","Panorama Ocean Suite","Confirmed","2024-11-17","19:09:00","Thursday","2024-12-05","2024-12-08","129600.00","3.51","38326.00","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14609","Junior Suite","Confirmed","2024-11-12","12:06:00","Thursday","2024-12-05","2024-12-07","50400.00","3.95","24239.05","41","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14610","Infinity Sea View","Confirmed","2024-11-23","16:31:00","Thursday","2024-12-05","2024-12-07","36000.00","4.39","15596.97","40","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14611","Super Deluxe Twin","Confirmed","2024-11-20","12:12:00","Thursday","2024-12-05","2024-12-10","54000.00","4.82","11322.31","31","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14612","Junior Suite","Confirmed","2024-11-25","09:11:00","Thursday","2024-12-05","2024-12-07","50400.00","5.26","24239.05","26","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14613","Super Deluxe Twin","Confirmed","2024-11-13","16:17:00","Thursday","2024-12-05","2024-12-10","54000.00","5.70","11322.31","44","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14614","Super Deluxe King","Confirmed","2024-11-14","09:02:00","Thursday","2024-12-05","2024-12-07","25200.00","6.14","12673.80","43","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14615","Super Deluxe King","Confirmed","2024-12-02","20:57:00","Thursday","2024-12-05","2024-12-08","37800.00","6.58","12673.80","19","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14616","Junior Suite","Confirmed","2024-11-25","12:16:00","Thursday","2024-12-05","2024-12-06","25200.00","7.02","24239.05","41","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14617","Junior Suite","Confirmed","2024-11-08","18:17:00","Thursday","2024-12-05","2024-12-10","126000.00","7.46","24239.05","30","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14618","Super Deluxe King","Confirmed","2024-11-28","12:36:00","Thursday","2024-12-05","2024-12-10","63000.00","7.89","12673.80","20","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14619","Junior Suite","Confirmed","2024-11-19","17:23:00","Thursday","2024-12-05","2024-12-08","75600.00","8.33","24239.05","16","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14620","Junior Suite","Confirmed","2024-11-13","15:05:00","Thursday","2024-12-05","2024-12-08","75600.00","8.77","24239.05","22","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14621","Super Deluxe Twin","Confirmed","2024-11-29","10:45:00","Thursday","2024-12-05","2024-12-10","54000.00","9.21","11322.31","17","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14622","Infinity Sea View","Confirmed","2024-11-25","16:16:00","Thursday","2024-12-05","2024-12-08","54000.00","9.65","15596.97","18","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14623","Infinity Sea View","Confirmed","2024-11-06","17:21:00","Thursday","2024-12-05","2024-12-07","36000.00","10.09","15596.97","37","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14624","Super Deluxe Twin","Confirmed","2024-11-06","10:35:00","Thursday","2024-12-05","2024-12-07","21600.00","10.53","11322.31","25","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14625","Junior Suite","Confirmed","2024-11-10","08:22:00","Thursday","2024-12-05","2024-12-08","75600.00","10.96","24239.05","40","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14626","Junior Suite","Confirmed","2024-11-29","17:10:00","Thursday","2024-12-05","2024-12-06","25200.00","11.40","24239.05","13","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14627","Junior Suite","Confirmed","2024-11-06","19:58:00","Thursday","2024-12-05","2024-12-06","25200.00","11.84","24239.05","40","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14628","Super Deluxe King","Confirmed","2024-11-09","20:29:00","Thursday","2024-12-05","2024-12-06","12600.00","12.28","12673.80","49","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14629","Super Deluxe King","Confirmed","2024-12-03","18:34:00","Thursday","2024-12-05","2024-12-10","63000.00","12.72","12673.80","19","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14630","Panorama Ocean Suite","Confirmed","2024-12-02","18:22:00","Thursday","2024-12-05","2024-12-06","43200.00","13.16","38326.00","50","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14631","Infinity Sea View","Confirmed","2024-11-19","15:14:00","Thursday","2024-12-05","2024-12-08","54000.00","13.60","15596.97","28","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14632","Super Deluxe Twin","Confirmed","2024-12-02","13:20:00","Friday","2024-12-06","2024-12-11","59400.00","0.44","12386.59","20","1","2025-02-28 07:38:02","2025-02-28 07:38:02"
"14633","Super Deluxe Twin","Confirmed","2024-11-28","20:17:00","Friday","2024-12-06","2024-12-08","23760.00","0.88","12386.59","11","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14634","Junior Suite","Confirmed","2024-11-18","18:57:00","Friday","2024-12-06","2024-12-07","27720.00","1.32","27140.27","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14635","Junior Suite","Confirmed","2024-11-26","10:01:00","Friday","2024-12-06","2024-12-08","55440.00","1.75","27140.27","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14636","Infinity Sea View","Confirmed","2024-11-30","08:09:00","Friday","2024-12-06","2024-12-11","99000.00","2.19","18017.44","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14637","Super Deluxe King","Confirmed","2024-11-12","10:35:00","Friday","2024-12-06","2024-12-07","13860.00","2.63","13649.89","39","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14638","Super Deluxe Twin","Confirmed","2024-11-06","09:00:00","Friday","2024-12-06","2024-12-07","11880.00","3.07","12386.59","47","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14639","Junior Suite","Confirmed","2024-11-29","12:28:00","Friday","2024-12-06","2024-12-07","27720.00","3.51","27140.27","35","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14640","Super Deluxe Twin","Confirmed","2024-12-03","14:11:00","Friday","2024-12-06","2024-12-07","11880.00","3.95","12386.59","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14641","Infinity Sea View","Confirmed","2024-11-30","14:37:00","Friday","2024-12-06","2024-12-08","39600.00","4.39","18017.44","29","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14642","Infinity Sea View","Confirmed","2024-12-02","10:10:00","Friday","2024-12-06","2024-12-09","59400.00","4.82","18017.44","28","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14643","Junior Suite","Confirmed","2024-11-09","20:38:00","Friday","2024-12-06","2024-12-09","83160.00","5.26","27140.27","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14644","Infinity Sea View","Confirmed","2024-11-08","16:09:00","Friday","2024-12-06","2024-12-07","19800.00","5.70","18017.44","45","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14645","Junior Suite","Confirmed","2024-11-19","08:22:00","Friday","2024-12-06","2024-12-07","27720.00","6.14","27140.27","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14646","Panorama Ocean Suite","Confirmed","2024-12-01","13:21:00","Friday","2024-12-06","2024-12-11","237600.00","6.58","43909.87","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14647","Infinity Sea View","Confirmed","2024-11-27","15:25:00","Friday","2024-12-06","2024-12-10","79200.00","7.02","18017.44","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14648","Super Deluxe King","Confirmed","2024-11-15","18:57:00","Friday","2024-12-06","2024-12-10","55440.00","7.46","13649.89","31","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14649","Infinity Sea View","Confirmed","2024-11-24","13:01:00","Friday","2024-12-06","2024-12-11","99000.00","7.89","18017.44","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14650","Infinity Sea View","Confirmed","2024-11-20","12:44:00","Friday","2024-12-06","2024-12-10","79200.00","8.33","18017.44","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14651","Super Deluxe King","Confirmed","2024-11-21","14:06:00","Friday","2024-12-06","2024-12-08","27720.00","8.77","13649.89","26","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14652","Panorama Ocean Suite","Confirmed","2024-12-01","08:13:00","Friday","2024-12-06","2024-12-11","237600.00","9.21","43909.87","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14653","Junior Suite","Confirmed","2024-11-24","10:34:00","Friday","2024-12-06","2024-12-10","110880.00","9.65","27140.27","32","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14654","Super Deluxe King","Confirmed","2024-11-23","19:25:00","Friday","2024-12-06","2024-12-08","27720.00","10.09","13649.89","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14655","Junior Suite","Confirmed","2024-11-20","16:13:00","Friday","2024-12-06","2024-12-08","55440.00","10.53","27140.27","16","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14656","Panorama Ocean Suite","Confirmed","2024-11-15","20:07:00","Friday","2024-12-06","2024-12-07","47520.00","10.96","43909.87","21","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14657","Super Deluxe Twin","Confirmed","2024-11-17","13:47:00","Friday","2024-12-06","2024-12-11","59400.00","11.40","12386.59","44","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14658","Junior Suite","Confirmed","2024-11-06","15:12:00","Friday","2024-12-06","2024-12-10","110880.00","11.84","27140.27","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14659","Super Deluxe Twin","Confirmed","2024-12-01","12:52:00","Friday","2024-12-06","2024-12-11","59400.00","12.28","12386.59","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14660","Super Deluxe King","Confirmed","2024-11-28","11:20:00","Friday","2024-12-06","2024-12-09","41580.00","12.72","13649.89","15","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14661","Infinity Sea View","Confirmed","2024-11-28","17:01:00","Friday","2024-12-06","2024-12-07","19800.00","13.16","18017.44","49","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14662","Infinity Sea View","Confirmed","2024-11-11","15:41:00","Friday","2024-12-06","2024-12-11","99000.00","13.60","18017.44","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14663","Super Deluxe Twin","Confirmed","2024-11-12","11:36:00","Friday","2024-12-06","2024-12-11","59400.00","14.04","12386.59","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14664","Panorama Ocean Suite","Confirmed","2024-11-21","15:20:00","Saturday","2024-12-07","2024-12-12","237600.00","0.44","41920.66","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14665","Panorama Ocean Suite","Confirmed","2024-11-13","18:02:00","Saturday","2024-12-07","2024-12-08","47520.00","0.88","41920.66","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14666","Super Deluxe Twin","Confirmed","2024-11-16","15:20:00","Saturday","2024-12-07","2024-12-11","47520.00","1.32","11557.00","38","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14667","Super Deluxe King","Confirmed","2024-11-22","13:10:00","Saturday","2024-12-07","2024-12-08","13860.00","1.75","12461.19","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14668","Panorama Ocean Suite","Confirmed","2024-11-23","12:20:00","Saturday","2024-12-07","2024-12-12","237600.00","2.19","41920.66","43","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14669","Infinity Sea View","Confirmed","2024-11-28","20:09:00","Saturday","2024-12-07","2024-12-10","59400.00","2.63","18388.48","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14670","Infinity Sea View","Confirmed","2024-11-23","10:39:00","Saturday","2024-12-07","2024-12-08","19800.00","3.07","18388.48","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14671","Junior Suite","Confirmed","2024-11-23","12:19:00","Saturday","2024-12-07","2024-12-11","110880.00","3.51","27263.43","15","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14672","Panorama Ocean Suite","Confirmed","2024-11-14","18:20:00","Saturday","2024-12-07","2024-12-08","47520.00","3.95","41920.66","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14673","Infinity Sea View","Confirmed","2024-11-24","17:23:00","Saturday","2024-12-07","2024-12-08","19800.00","4.39","18388.48","23","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14674","Infinity Sea View","Confirmed","2024-11-22","12:45:00","Saturday","2024-12-07","2024-12-10","59400.00","4.82","18388.48","17","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14675","Junior Suite","Confirmed","2024-11-09","17:00:00","Saturday","2024-12-07","2024-12-09","55440.00","5.26","27263.43","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14676","Infinity Sea View","Confirmed","2024-11-11","17:57:00","Saturday","2024-12-07","2024-12-12","99000.00","5.70","18388.48","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14677","Junior Suite","Confirmed","2024-11-17","08:58:00","Saturday","2024-12-07","2024-12-09","55440.00","6.14","27263.43","30","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14678","Junior Suite","Confirmed","2024-11-28","17:01:00","Saturday","2024-12-07","2024-12-10","83160.00","6.58","27263.43","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14679","Junior Suite","Confirmed","2024-12-03","14:42:00","Saturday","2024-12-07","2024-12-12","138600.00","7.02","27263.43","32","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14680","Super Deluxe King","Confirmed","2024-11-23","17:48:00","Saturday","2024-12-07","2024-12-10","41580.00","7.46","12461.19","16","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14681","Super Deluxe King","Confirmed","2024-11-16","08:08:00","Saturday","2024-12-07","2024-12-12","69300.00","7.89","12461.19","48","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14682","Super Deluxe Twin","Confirmed","2024-11-11","15:08:00","Saturday","2024-12-07","2024-12-11","47520.00","8.33","11557.00","33","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14683","Panorama Ocean Suite","Confirmed","2024-11-20","13:03:00","Saturday","2024-12-07","2024-12-10","142560.00","8.77","41920.66","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14684","Panorama Ocean Suite","Confirmed","2024-11-28","10:07:00","Saturday","2024-12-07","2024-12-08","47520.00","9.21","41920.66","42","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14685","Panorama Ocean Suite","Confirmed","2024-11-29","11:12:00","Saturday","2024-12-07","2024-12-08","47520.00","9.65","41920.66","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14686","Junior Suite","Confirmed","2024-11-17","18:47:00","Saturday","2024-12-07","2024-12-08","27720.00","10.09","27263.43","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14687","Junior Suite","Confirmed","2024-12-02","09:12:00","Saturday","2024-12-07","2024-12-10","83160.00","10.53","27263.43","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14688","Panorama Ocean Suite","Confirmed","2024-11-07","12:14:00","Saturday","2024-12-07","2024-12-10","142560.00","10.96","41920.66","18","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14689","Infinity Sea View","Confirmed","2024-11-13","16:41:00","Saturday","2024-12-07","2024-12-11","79200.00","11.40","18388.48","30","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14690","Junior Suite","Confirmed","2024-11-07","10:49:00","Saturday","2024-12-07","2024-12-11","110880.00","11.84","27263.43","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14691","Super Deluxe King","Confirmed","2024-12-04","09:22:00","Saturday","2024-12-07","2024-12-10","41580.00","12.28","12461.19","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14692","Super Deluxe King","Confirmed","2024-11-09","17:41:00","Saturday","2024-12-07","2024-12-10","41580.00","12.72","12461.19","46","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14693","Super Deluxe Twin","Confirmed","2024-11-15","13:39:00","Saturday","2024-12-07","2024-12-12","59400.00","13.16","11557.00","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14694","Panorama Ocean Suite","Confirmed","2024-11-19","14:32:00","Saturday","2024-12-07","2024-12-11","190080.00","13.60","41920.66","11","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14695","Super Deluxe Twin","Confirmed","2024-12-02","18:53:00","Saturday","2024-12-07","2024-12-09","23760.00","14.04","11557.00","27","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14696","Super Deluxe King","Confirmed","2024-11-12","14:13:00","Saturday","2024-12-07","2024-12-10","41580.00","14.47","12461.19","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14697","Super Deluxe Twin","Confirmed","2024-11-07","18:41:00","Saturday","2024-12-07","2024-12-08","11880.00","14.91","11557.00","20","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14698","Super Deluxe King","Confirmed","2024-11-28","12:47:00","Saturday","2024-12-07","2024-12-10","41580.00","15.35","12461.19","30","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14699","Super Deluxe Twin","Confirmed","2024-11-25","15:18:00","Saturday","2024-12-07","2024-12-11","47520.00","15.79","11557.00","41","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14700","Infinity Sea View","Confirmed","2024-11-26","16:50:00","Saturday","2024-12-07","2024-12-10","59400.00","16.23","18388.48","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14701","Panorama Ocean Suite","Confirmed","2024-11-13","11:42:00","Saturday","2024-12-07","2024-12-08","47520.00","16.67","41920.66","35","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14702","Panorama Ocean Suite","Confirmed","2024-11-11","13:09:00","Saturday","2024-12-07","2024-12-10","142560.00","17.11","41920.66","12","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14703","Super Deluxe King","Confirmed","2024-11-14","10:56:00","Sunday","2024-12-08","2024-12-10","27720.00","0.44","12966.93","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14704","Infinity Sea View","Confirmed","2024-11-25","08:32:00","Sunday","2024-12-08","2024-12-13","99000.00","0.88","17363.07","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14705","Super Deluxe Twin","Confirmed","2024-11-25","14:24:00","Sunday","2024-12-08","2024-12-10","23760.00","1.32","12590.45","10","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14706","Infinity Sea View","Confirmed","2024-11-19","15:44:00","Sunday","2024-12-08","2024-12-10","39600.00","1.75","17363.07","11","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14707","Infinity Sea View","Confirmed","2024-11-13","12:28:00","Sunday","2024-12-08","2024-12-10","39600.00","2.19","17363.07","22","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14708","Panorama Ocean Suite","Confirmed","2024-11-16","18:12:00","Sunday","2024-12-08","2024-12-10","95040.00","2.63","42030.85","23","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14709","Junior Suite","Confirmed","2024-11-25","12:39:00","Sunday","2024-12-08","2024-12-12","110880.00","3.07","27414.90","37","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14710","Panorama Ocean Suite","Confirmed","2024-11-27","19:16:00","Sunday","2024-12-08","2024-12-10","95040.00","3.51","42030.85","25","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14711","Junior Suite","Confirmed","2024-12-03","19:38:00","Sunday","2024-12-08","2024-12-13","138600.00","3.95","27414.90","24","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14712","Infinity Sea View","Confirmed","2024-11-23","16:25:00","Sunday","2024-12-08","2024-12-10","39600.00","4.39","17363.07","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14713","Infinity Sea View","Confirmed","2024-11-14","12:43:00","Sunday","2024-12-08","2024-12-13","99000.00","4.82","17363.07","15","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14714","Infinity Sea View","Confirmed","2024-11-08","08:39:00","Sunday","2024-12-08","2024-12-10","39600.00","5.26","17363.07","14","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14715","Panorama Ocean Suite","Confirmed","2024-11-21","15:26:00","Sunday","2024-12-08","2024-12-11","142560.00","5.70","42030.85","50","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14716","Infinity Sea View","Confirmed","2024-11-09","13:41:00","Sunday","2024-12-08","2024-12-13","99000.00","6.14","17363.07","36","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14717","Junior Suite","Confirmed","2024-11-29","17:45:00","Sunday","2024-12-08","2024-12-09","27720.00","6.58","27414.90","47","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14718","Panorama Ocean Suite","Confirmed","2024-11-11","11:39:00","Sunday","2024-12-08","2024-12-10","95040.00","7.02","42030.85","40","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
"14719","Junior Suite","Confirmed","2024-11-21","17:28:00","Sunday","2024-12-08","2024-12-12","110880.00","7.46","27414.90","13","1","2025-02-28 07:38:03","2025-02-28 07:38:03"
